subgroup_id,Foodgroup,n,Mean_Intake,SE_Intake,sigma_u_wgt,diet_label,intake_unit,datatype,diet_pattern,CF_Mean_Intake,CF_SE_Intake,CF_sd_intake,CF_intake_unit,TMRED_Mean_Intake,TMRED_SD_Intake,TMRED_intake_unit,overweight_rate,overweight_rate_se,nhb,nhb_se,sbp_mean,sbp_se,highSBP_rate,highSBP_rate_se,hbp,hbp_se,agecat,female,race,Age_label,Sex,Race_label,AAmn,AFFmn,APCAmn,BCmn,CCmn,CMmn,DIABmn,ECAmn,ENDOmn,GCmn,HHDmn,HSTKmn,IHDmn,ISTKmn,KCmn,LCmn,LVCmn,MLPCmn,MMCmn,OCmn,OSTKmn,OTHmn,PCmn,PVDmn,RHDmn,SCCmn,SCNCmn,TCmn,UCmn,AA_medBMImn,AFF_medBMImn,APCA_medBMImn,BC_medBMImn,CC_medBMImn,CM_medBMImn,DIAB_medBMImn,ECA_medBMImn,ENDO_medBMImn,GC_medBMImn,HHD_medBMImn,HSTK_medBMImn,IHD_medBMImn,ISTK_medBMImn,KC_medBMImn,LC_medBMImn,LVC_medBMImn,MLPC_medBMImn,MMC_medBMImn,OC_medBMImn,OSTK_medBMImn,OTH_medBMImn,PC_medBMImn,PVD_medBMImn,RHD_medBMImn,SCC_medBMImn,SCNC_medBMImn,TC_medBMImn,UC_medBMImn,AA_medSBPmn,AFF_medSBPmn,APCA_medSBPmn,BC_medSBPmn,CC_medSBPmn,CM_medSBPmn,DIAB_medSBPmn,ECA_medSBPmn,ENDO_medSBPmn,GC_medSBPmn,HHD_medSBPmn,HSTK_medSBPmn,IHD_medSBPmn,ISTK_medSBPmn,KC_medSBPmn,LC_medSBPmn,LVC_medSBPmn,MLPC_medSBPmn,MMC_medSBPmn,OC_medSBPmn,OSTK_medSBPmn,OTH_medSBPmn,PC_medSBPmn,PVD_medSBPmn,RHD_medSBPmn,SCC_medSBPmn,SCNC_medSBPmn,TC_medSBPmn,UC_medSBPmn,AAse,AFFse,APCAse,BCse,CCse,CMse,DIABse,ECAse,ENDOse,GCse,HHDse,HSTKse,IHDse,ISTKse,KCse,LCse,LVCse,MLPCse,MMCse,OCse,OSTKse,OTHse,PCse,PVDse,RHDse,SCCse,SCNCse,TCse,UCse,AA_medBMIse,AFF_medBMIse,APCA_medBMIse,BC_medBMIse,CC_medBMIse,CM_medBMIse,DIAB_medBMIse,ECA_medBMIse,ENDO_medBMIse,GC_medBMIse,HHD_medBMIse,HSTK_medBMIse,IHD_medBMIse,ISTK_medBMIse,KC_medBMIse,LC_medBMIse,LVC_medBMIse,MLPC_medBMIse,MMC_medBMIse,OC_medBMIse,OSTK_medBMIse,OTH_medBMIse,PC_medBMIse,PVD_medBMIse,RHD_medBMIse,SCC_medBMIse,SCNC_medBMIse,TC_medBMIse,UC_medBMIse,AA_medSBPse,AFF_medSBPse,APCA_medSBPse,BC_medSBPse,CC_medSBPse,CM_medSBPse,DIAB_medSBPse,ECA_medSBPse,ENDO_medSBPse,GC_medSBPse,HHD_medSBPse,HSTK_medSBPse,IHD_medSBPse,ISTK_medSBPse,KC_medSBPse,LC_medSBPse,LVC_medSBPse,MLPC_medSBPse,MMC_medSBPse,OC_medSBPse,OSTK_medSBPse,OTH_medSBPse,PC_medSBPse,PVD_medSBPse,RHD_medSBPse,SCC_medSBPse,SCNC_medSBPse,TC_medSBPse,UC_medSBPse
32,dairy,1702,1.0194210823589256,0.2189076380272203,0.10194210823589256,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,67.15271831209179,6.1793024032667585,0,0,130.39930555555554,1.7319918602264024,80.68984651193173,8.361159313824482,0.5513146350854753,0.10454005569879506,4,0,4,55-64,2,OTH,40,19,921,0,2184,91,362,67,9,32,166,175,1280,63,940,1759,1162,1003,203,0,114,51,535,11,11,71,293,340,0,40,19,921,0,2184,91,362,67,9,32,166,175,1280,63,940,1759,1162,1003,203,0,114,51,535,11,11,71,293,340,0,40,19,921,0,2184,91,362,67,9,32,166,175,1280,63,940,1759,1162,1003,203,0,114,51,535,11,11,71,293,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,dairy,2620,1.3307137419019968,0.08943940528110038,0.13307137419019968,"Total milk, yogurt, cheese, and whey",cup/day,Total,US,3,0,0.3,cups/day,2.92,0.292,cup eq,77.74223347975054,2.450395183944716,0,0,133.24358974358975,1.7567044659117848,83.7226508996852,3.71417078904081,0.5869489175711684,0.03157040161006987,5,1,1,65-74,1,NHW,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,dairy,2620,1.3307137419019968,0.08943940528110038,0.13307137419019968,"Total milk, yogurt, cheese, and whey",cup/day,Total,Vegetarian,3,0,0.3,cups/day,2.92,0.292,cup eq,77.74223347975054,2.450395183944716,0,0,133.24358974358975,1.7567044659117848,83.7226508996852,3.71417078904081,0.5869489175711684,0.03157040161006987,5,1,1,65-74,1,NHW,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,dairy,2620,1.3307137419019968,0.08943940528110038,0.13307137419019968,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,77.74223347975054,2.450395183944716,0,0,133.24358974358975,1.7567044659117848,83.7226508996852,3.71417078904081,0.5869489175711684,0.03157040161006987,5,1,1,65-74,1,NHW,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,603,1043,0,54872,11891,982,4785,374,103,500,2097,2276,17419,1856,4849,27443,1977,3354,2155,3906,3277,2153,5635,427,252,374,791,3719,12994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,dairy,1299,0.9526318849760396,0.07218681499900662,0.09526318849760396,"Total milk, yogurt, cheese, and whey",cup/day,Total,US,3,0,0.3,cups/day,2.92,0.292,cup eq,88.34625168393757,1.7269556021871044,1,0,144.544061302682,2.7036007867526552,91.74903264163868,3.6012574854122708,0.915012937234048,0.02301469122331381,5,1,2,65-74,1,NHB,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,dairy,1299,0.9526318849760396,0.07218681499900662,0.09526318849760396,"Total milk, yogurt, cheese, and whey",cup/day,Total,Vegetarian,3,0,0.3,cups/day,2.92,0.292,cup eq,88.34625168393757,1.7269556021871044,1,0,144.544061302682,2.7036007867526552,91.74903264163868,3.6012574854122708,0.915012937234048,0.02301469122331381,5,1,2,65-74,1,NHB,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,dairy,1299,0.9526318849760396,0.07218681499900662,0.09526318849760396,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,88.34625168393757,1.7269556021871044,1,0,144.544061302682,2.7036007867526552,91.74903264163868,3.6012574854122708,0.915012937234048,0.02301469122331381,5,1,2,65-74,1,NHB,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,108,130,0,6141,1864,316,1617,18,17,93,808,507,3879,494,743,3010,379,343,743,382,999,538,907,109,50,40,215,415,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,dairy,1459,1.0808363477336869,0.08572799333633538,0.10808363477336869,"Total milk, yogurt, cheese, and whey",cup/day,Total,US,3,0,0.3,cups/day,2.92,0.292,cup eq,86.4614216662885,2.221835004721913,0,0,139.98393574297188,2.2607037520967745,90.96758479057212,3.417695587960549,0.7084638726157019,0.04392217552467352,5,1,3,65-74,1,HIS,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,dairy,1459,1.0808363477336869,0.08572799333633538,0.10808363477336869,"Total milk, yogurt, cheese, and whey",cup/day,Total,Vegetarian,3,0,0.3,cups/day,2.92,0.292,cup eq,86.4614216662885,2.221835004721913,0,0,139.98393574297188,2.2607037520967745,90.96758479057212,3.417695587960549,0.7084638726157019,0.04392217552467352,5,1,3,65-74,1,HIS,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,dairy,1459,1.0808363477336869,0.08572799333633538,0.10808363477336869,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,86.4614216662885,2.221835004721913,0,0,139.98393574297188,2.2607037520967745,90.96758479057212,3.417695587960549,0.7084638726157019,0.04392217552467352,5,1,3,65-74,1,HIS,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,32,60,0,5750,1490,78,796,35,16,172,211,278,1702,220,713,1606,684,288,332,516,315,212,769,32,36,32,294,588,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,dairy,977,1.298223964079792,0.15318336945181096,0.12982239640797918,"Total milk, yogurt, cheese, and whey",cup/day,Total,US,3,0,0.3,cups/day,2.92,0.292,cup eq,70.70802739990344,2.9666615114982497,0,0,139.71428571428572,2.345045259833132,97.00540830473108,1.1721889761861328,0.8337919475287552,0.03200454441786633,5,1,4,65-74,1,OTH,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,dairy,977,1.298223964079792,0.15318336945181096,0.12982239640797918,"Total milk, yogurt, cheese, and whey",cup/day,Total,Vegetarian,3,0,0.3,cups/day,2.92,0.292,cup eq,70.70802739990344,2.9666615114982497,0,0,139.71428571428572,2.345045259833132,97.00540830473108,1.1721889761861328,0.8337919475287552,0.03200454441786633,5,1,4,65-74,1,OTH,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,dairy,977,1.298223964079792,0.15318336945181096,0.12982239640797918,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,70.70802739990344,2.9666615114982497,0,0,139.71428571428572,2.345045259833132,97.00540830473108,1.1721889761861328,0.8337919475287552,0.03200454441786633,5,1,4,65-74,1,OTH,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,28,55,0,4430,916,44,316,3,9,72,97,245,766,90,278,1387,333,177,154,278,196,74,414,11,21,35,202,411,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,dairy,3106,1.46969076354386,0.12537417019273547,0.146969076354386,"Total milk, yogurt, cheese, and whey",cup/day,Total,US,3,0,0.3,cups/day,2.92,0.292,cup eq,87.49938286445766,2.6038837751498463,0,0,131.55974842767296,1.395060683913192,78.50020746954894,3.8650823132845327,0.5725383973271001,0.02567958751378678,5,0,1,65-74,2,NHW,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,dairy,3106,1.46969076354386,0.12537417019273547,0.146969076354386,"Total milk, yogurt, cheese, and whey",cup/day,Total,Vegetarian,3,0,0.3,cups/day,2.92,0.292,cup eq,87.49938286445766,2.6038837751498463,0,0,131.55974842767296,1.395060683913192,78.50020746954894,3.8650823132845327,0.5725383973271001,0.02567958751378678,5,0,1,65-74,2,NHW,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,dairy,3106,1.46969076354386,0.12537417019273547,0.146969076354386,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,87.49938286445766,2.6038837751498463,0,0,131.55974842767296,1.395060683913192,78.50020746954894,3.8650823132845327,0.5725383973271001,0.02567958751378678,5,0,1,65-74,2,NHW,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,1143,1346,14135,0,14501,2002,7948,2921,145,233,3578,2533,38858,2170,9640,27902,5625,10447,3304,0,4046,2372,6940,643,201,1765,898,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,dairy,1706,0.8128619546904761,0.09306624474082634,0.08128619546904761,"Total milk, yogurt, cheese, and whey",cup/day,Total,US,3,0,0.3,cups/day,2.92,0.292,cup eq,75.93425539998647,2.1180203705957976,1,0,135.97,1.9580969196076272,88.20800708537708,3.0621312417982813,0.7443305789128732,0.02885234214594407,5,0,2,65-74,2,NHB,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,dairy,1706,0.8128619546904761,0.09306624474082634,0.08128619546904761,"Total milk, yogurt, cheese, and whey",cup/day,Total,Vegetarian,3,0,0.3,cups/day,2.92,0.292,cup eq,75.93425539998647,2.1180203705957976,1,0,135.97,1.9580969196076272,88.20800708537708,3.0621312417982813,0.7443305789128732,0.02885234214594407,5,0,2,65-74,2,NHB,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,dairy,1706,0.8128619546904761,0.09306624474082634,0.08128619546904761,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,75.93425539998647,2.1180203705957976,1,0,135.97,1.9580969196076272,88.20800708537708,3.0621312417982813,0.7443305789128732,0.02885234214594407,5,0,2,65-74,2,NHB,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,125,179,2005,0,2124,549,1915,60,30,71,1215,510,6250,567,1064,3766,1150,960,810,0,1244,364,922,147,26,127,284,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,dairy,1352,1.2269659918574172,0.16256860206171403,0.12269659918574172,"Total milk, yogurt, cheese, and whey",cup/day,Total,US,3,0,0.3,cups/day,2.92,0.292,cup eq,85.83248107763605,2.7306790270740793,0,0,135.8,2.311818441077176,83.52791573862397,3.384488822694446,0.7044634296819197,0.03469758020691138,5,0,3,65-74,2,HIS,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,dairy,1352,1.2269659918574172,0.16256860206171403,0.12269659918574172,"Total milk, yogurt, cheese, and whey",cup/day,Total,Vegetarian,3,0,0.3,cups/day,2.92,0.292,cup eq,85.83248107763605,2.7306790270740793,0,0,135.8,2.311818441077176,83.52791573862397,3.384488822694446,0.7044634296819197,0.03469758020691138,5,0,3,65-74,2,HIS,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,dairy,1352,1.2269659918574172,0.16256860206171403,0.12269659918574172,"Total milk, yogurt, cheese, and whey",cup/day,Total,Med,2,0,0.2,cups/day,2.92,0.292,cup eq,85.83248107763605,2.7306790270740793,0,0,135.8,2.311818441077176,83.52791573862397,3.384488822694446,0.7044634296819197,0.03469758020691138,5,0,3,65-74,2,HIS,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,63,80,1294,0,1715,152,1023,158,17,64,328,266,3344,278,1057,1560,1188,677,344,0,444,161,607,62,15,96,296,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
